name,movie_title
Nia Vardalos,My Big Fat Greek Wedding 2
Louis Mandylor,My Big Fat Greek Wedding 2
Joey Fatone,My Big Fat Greek Wedding 2
Zachary Gordon,Diary of a Wimpy Kid: Rodrick Rules
Rachael Harris,Diary of a Wimpy Kid: Rodrick Rules
Fran Kranz,Diary of a Wimpy Kid: Rodrick Rules
Shane Black,Predator
Bill Duke,Predator
Carl Weathers,Predator
Jeffrey Jones,Amadeus
F. Murray Abraham,Amadeus
Tom Hulce,Amadeus
Ming-Na Wen,Prom Night
Scott Porter,Prom Night
Collins Pennie,Prom Night
Tina Fey,Mean Girls
Amy Poehler,Mean Girls
Neil Flynn,Mean Girls
Raoul Bova,Under the Tuscan Sun
Lindsay Duncan,Under the Tuscan Sun
Mario Monicelli,Under the Tuscan Sun
Kristin Scott Thomas,Gosford Park
Bob Balaban,Gosford Park
Tom Hollander,Gosford Park
Nicolas Cage,Peggy Sue Got Married
Kathleen Turner,Peggy Sue Got Married
Joan Allen,Peggy Sue Got Married
Emma Stone,Birdman or (The Unexpected Virtue of Ignorance)
Naomi Watts,Birdman or (The Unexpected Virtue of Ignorance)
Merritt Wever,Birdman or (The Unexpected Virtue of Ignorance)
Sally Hawkins,Blue Jasmine
Charlie Tahan,Blue Jasmine
Andrew Dice Clay,Blue Jasmine
Christian Clemenson,United 93
David Alan Basche,United 93
Susan Blommaert,United 93
Christian Monzon,Honey
Mekhi Phifer,Honey
Romeo Miller,Honey
Denzel Washington,Glory
Morgan Freeman,Glory
Matthew Broderick,Glory
Hulk Hogan,Spy Hard
Barry Bostwick,Spy Hard
Nicollette Sheridan,Spy Hard
Jamie Lee Curtis,The Fog
Hal Holbrook,The Fog
Janet Leigh,The Fog
Dennis Quaid,Soul Surfer
Chris Brochu,Soul Surfer
Craig T. Nelson,Soul Surfer
Bob Newhart,Catch-22
Bob Balaban,Catch-22
Martin Balsam,Catch-22
Collette Wolfe,Observe and Report
Celia Weston,Observe and Report
Dan Bakkedahl,Observe and Report
Mako,Conan the Destroyer
Olivia d'Abo,Conan the Destroyer
Grace Jones,Conan the Destroyer
Robert De Niro,Raging Bull
Cathy Moriarty,Raging Bull
Frank Vincent,Raging Bull
Judy Greer,Love Happens
Sasha Alexander,Love Happens
Frances Conroy,Love Happens
Nicholas Rowe,Young Sherlock Holmes
Roger Ashton-Griffiths,Young Sherlock Holmes
Freddie Jones,Young Sherlock Holmes
Kelsey Grammer,Fame
Kay Panabaker,Fame
Megan Mullally,Fame
James Franco,127 Hours
Treat Williams,127 Hours
Kate Burton,127 Hours
Woody Allen,Small Time Crooks
Jon Lovitz,Small Time Crooks
Michael Rapaport,Small Time Crooks
Amanda Schull,Center Stage
Susan May Pratt,Center Stage
Ethan Stiefel,Center Stage
Olivia Wilde,Love the Coopers
Alex Borstein,Love the Coopers
Timothée Chalamet,Love the Coopers
Kristen Stewart,Catch That Kid
Corbin Bleu,Catch That Kid
Kevin G. Schmidt,Catch That Kid
Ian Somerhalder,Life as a House
Hayden Christensen,Life as a House
Kristin Scott Thomas,Life as a House
Kate Winslet,Steve Jobs
Michael Fassbender,Steve Jobs
Michael Stuhlbarg,Steve Jobs
Alan Ruck,"I Love You, Beth Cooper"
Marie Avgeropoulos,"I Love You, Beth Cooper"
Shawn Roberts,"I Love You, Beth Cooper"
Steve Buscemi,Youth in Revolt
Ari Graynor,Youth in Revolt
Fred Willard,Youth in Revolt
Jason Robards,The Legend of the Lone Ranger
Richard Farnsworth,The Legend of the Lone Ranger
Michael Horse,The Legend of the Lone Ranger
Daniel Radcliffe,The Tailor of Panama
Jamie Lee Curtis,The Tailor of Panama
Mark Margolis,The Tailor of Panama
Nancy Allen,Blow Out
Dennis Franz,Blow Out
John McMartin,Blow Out
Rebecca Budig,Getaway
Paul Freeman,Getaway
Bruce Payne,Getaway
Joan Allen,The Ice Storm
Kate Burton,The Ice Storm
Henry Czerny,The Ice Storm
Yaya DaCosta,And So It Goes
Annie Parisse,And So It Goes
Frankie Valli,And So It Goes
Craig T. Nelson,Troop Beverly Hills
Shelley Long,Troop Beverly Hills
Kellie Martin,Troop Beverly Hills
Miriam Margolyes,Being Julia
Shaun Evans,Being Julia
Juliet Stevenson,Being Julia
David Margulies,9½ Weeks
Karen Young,9½ Weeks
Kim Chan,9½ Weeks
Ian McDiarmid,Dragonslayer
Ralph Richardson,Dragonslayer
Albert Salmi,Dragonslayer
David Masterson,The Last Station
Kerry Condon,The Last Station
Anne-Marie Duff,The Last Station
Johnny Depp,Ed Wood
Bill Murray,Ed Wood
Martin Landau,Ed Wood
J.K. Simmons,Labor Day
Kate Winslet,Labor Day
Brooke Smith,Labor Day
Tadanobu Asano,Mongol: The Rise of Genghis Khan
Khulan Chuluun,Mongol: The Rise of Genghis Khan
Honglei Sun,Mongol: The Rise of Genghis Khan
Tom Hardy,RocknRolla
Gerard Butler,RocknRolla
Tom Wilkinson,RocknRolla
Barry Bostwick,Megaforce
Michael Beck,Megaforce
Henry Silva,Megaforce
Julie Christie,Hamlet
Brian Blessed,Hamlet
Richard Briers,Hamlet
Bruce Greenwood,Mao's Last Dancer
Suzie Steen,Mao's Last Dancer
Aden Young,Mao's Last Dancer
Kirsten Dunst,Midnight Special
Sam Shepard,Midnight Special
Paul Sparks,Midnight Special
Woody Allen,Anything Else
Stockard Channing,Anything Else
Fisher Stevens,Anything Else
Jeremy Irvine,The Railway Man
Colin Firth,The Railway Man
Sam Reid,The Railway Man
Ulrich Tukur,The White Ribbon
Burghart Klaußner,The White Ribbon
Leonie Benesch,The White Ribbon
Zack Ward,Restoration
Anna Harr,Restoration
James Cullen Bressack,Restoration
Clint Howard,The Wraith
Randy Quaid,The Wraith
Nick Cassavetes,The Wraith
Adam Goldberg,The Salton Sea
Meat Loaf,The Salton Sea
Anthony LaPaglia,The Salton Sea
James Hetfield,Metallica Through the Never
Mackenzie Gray,Metallica Through the Never
Lars Ulrich,Metallica Through the Never
Austin Nichols,The Informers
Brad Renfro,The Informers
Lou Taylor Pucci,The Informers
Takuya Kimura,I Come with the Rain
Simón Andreu,I Come with the Rain
Shawn Yue,I Come with the Rain
Tom Berenger,One Man's Hero
Joaquim de Almeida,One Man's Hero
Mark Moses,One Man's Hero
Greg Nicotero,Day of the Dead
John Amplas,Day of the Dead
Joseph Pilato,Day of the Dead
Sam Trammell,I Am Wrath
Rebecca De Mornay,I Am Wrath
Amanda Schull,I Am Wrath
Romola Garai,Renaissance
Catherine McCormack,Renaissance
Kevork Malikyan,Renaissance
Demi Moore,Forsaken
Landon Liboiron,Forsaken
Michael Wincott,Forsaken
Ernie Reyes Jr.,Red Sonja
Brigitte Nielsen,Red Sonja
Sandahl Bergman,Red Sonja
Robert De Niro,Red Lights
Toby Jones,Red Lights
Craig Roberts,Red Lights
Emma Stone,Superbad
Joe Lo Truglio,Superbad
Kevin Corrigan,Superbad
Vanessa Ferlito,Madea Goes to Jail
Keshia Knight Pulliam,Madea Goes to Jail
Derek Luke,Madea Goes to Jail
Jason Momoa,Wolves
Jennifer Hale,Wolves
Stephen McHattie,Wolves
Cassie Ventura,Step Up 2: The Streets
Mari Koda,Step Up 2: The Streets
Luis Rosado,Step Up 2: The Streets
Anne Hathaway,Hoodwinked!
Chazz Palminteri,Hoodwinked!
Jim Belushi,Hoodwinked!
Don Cheadle,Hotel Rwanda
Sophie Okonedo,Hotel Rwanda
Hakeem Kae-Kazim,Hotel Rwanda
Henry Ian Cusick,Hitman
Dougray Scott,Hitman
Ulrich Thomsen,Hitman
Jennifer Hudson,Black Nativity
Mary J. Blige,Black Nativity
Vondie Curtis-Hall,Black Nativity
Bruce Willis,The Prince
50 Cent,The Prince
Jessica Lowndes,The Prince
Kirk Fox,City of Ghosts
Shawn Andrews,City of Ghosts
Rob Campbell,City of Ghosts
Fionnula Flanagan,The Others
Elaine Cassidy,The Others
Eric Sykes,The Others
Michael Biehn,Aliens
Carrie Henn,Aliens
Jenette Goldstein,Aliens
Jeremy Brett,My Fair Lady
Rex Harrison,My Fair Lady
Theodore Bikel,My Fair Lady
Muse Watson,I Know What You Did Last Summer
Sarah Michelle Gellar,I Know What You Did Last Summer
Anne Heche,I Know What You Did Last Summer
Rob Riggle,Let's Be Cops
Damon Wayans Jr.,Let's Be Cops
James D'Arcy,Let's Be Cops
Virginia Madsen,Sideways
Patrick Gallagher,Sideways
M.C. Gainey,Sideways
Chris Moss,Beerfest
Owain Yeoman,Beerfest
Jay Chandrasekhar,Beerfest
Jamie Lee Curtis,Halloween
Donald Pleasence,Halloween
P.J. Soles,Halloween
Jet Li,Hero
Tony Chiu Wai Leung,Hero
Maggie Cheung,Hero
Liam Aiken,Good Boy!
Molly Shannon,Good Boy!
Kevin Nealon,Good Boy!
Harold Perrineau,The Best Man Holiday
Sanaa Lathan,The Best Man Holiday
Eddie Cibrian,The Best Man Holiday
Ryan Reynolds,Smokin' Aces
Common,Smokin' Aces
Alex Rocco,Smokin' Aces
Costas Mandylor,Saw 3D: The Final Chapter
Gina Holden,Saw 3D: The Final Chapter
Betsy Russell,Saw 3D: The Final Chapter
Emmanuelle Vaugier,40 Days and 40 Nights
Vinessa Shaw,40 Days and 40 Nights
Paulo Costanzo,40 Days and 40 Nights
Jeff Bridges,TRON: Legacy
Olivia Wilde,TRON: Legacy
James Frain,TRON: Legacy
Will Ferrell,A Night at the Roxbury
Chris Kattan,A Night at the Roxbury
Dan Hedaya,A Night at the Roxbury
Alex Pettyfer,Beastly
Mary-Kate Olsen,Beastly
Erik Knudsen,Beastly
Dan Byrd,The Hills Have Eyes
Greg Nicotero,The Hills Have Eyes
Vinessa Shaw,The Hills Have Eyes
Kevin Grevioux,Dickie Roberts: Former Child Star
Jenna Boyd,Dickie Roberts: Former Child Star
Mary McCormack,Dickie Roberts: Former Child Star
Morgan Saylor,"McFarland, USA"
Valente Rodriguez,"McFarland, USA"
Diana Maria Riva,"McFarland, USA"
Brandon T. Jackson,Lottery Ticket
Loretta Devine,Lottery Ticket
Shad Moss,Lottery Ticket
T.I.,ATL
Adam Boyer,ATL
Malika,ATL
Anna Kendrick,Pitch Perfect
Hana Mae Lee,Pitch Perfect
Ben Platt,Pitch Perfect
Marc Blucas,Summer Catch
Brian Dennehy,Summer Catch
Bruce Davison,Summer Catch
Gary Cole,A Simple Plan
Bridget Fonda,A Simple Plan
Chelcie Ross,A Simple Plan
Alexander Gould,They
Ethan Embry,They
Marc Blucas,They
Thomas F. Wilson,Larry the Cable Guy: Health Inspector
Larry the Cable Guy,Larry the Cable Guy: Health Inspector
Megyn Price,Larry the Cable Guy: Health Inspector
Vanessa Williams,The Adventures of Elmo in Grouchland
Kevin Clash,The Adventures of Elmo in Grouchland
Caroll Spinney,The Adventures of Elmo in Grouchland
Don Cheadle,Brooklyn's Finest
Lili Taylor,Brooklyn's Finest
Armando Riesco,Brooklyn's Finest
Ava Gardner,55 Days at Peking
David Niven,55 Days at Peking
John Ireland,55 Days at Peking
Lou Taylor Pucci,Evil Dead
Elizabeth Blackmore,Evil Dead
Ellen Sandweiss,Evil Dead
Nia Vardalos,My Life in Ruins
Harland Williams,My Life in Ruins
Rachel Dratch,My Life in Ruins
Judy Greer,American Dreamz
Dennis Quaid,American Dreamz
Chris Klein,American Dreamz
Jim Broadbent,Superman IV: The Quest for Peace
Margot Kidder,Superman IV: The Quest for Peace
William Hootkins,Superman IV: The Quest for Peace
DeRay Davis,How She Move
Clé Bennett,How She Move
Conrad Coates,How She Move
Paul Walker,Running Scared
Chazz Palminteri,Running Scared
Ivana Milicevic,Running Scared
Aidan Quinn,Bobby Jones: Stroke of Genius
Jeremy Northam,Bobby Jones: Stroke of Genius
Paul Freeman,Bobby Jones: Stroke of Genius
Victor Wong,Shanghai Surprise
Paul Freeman,Shanghai Surprise
Clyde Kusatsu,Shanghai Surprise
Rufus Sewell,The Illusionist
Eddie Marsan,The Illusionist
Jake Wood,The Illusionist
Tippi Hedren,Roar
Melanie Griffith,Roar
Zakes Mokae,Roar
Brenda Fricker,Veronica Guerin
David Murray,Veronica Guerin
Gerard McSorley,Veronica Guerin
Josh Hutcherson,Escobar: Paradise Lost
Brady Corbet,Escobar: Paradise Lost
Carlos Bardem,Escobar: Paradise Lost
Janeane Garofalo,Southland Tales
Curtis Armstrong,Southland Tales
Chris Andrew Ciulla,Southland Tales
Rob Paulsen,Dragon Hunters
Jess Harnell,Dragon Hunters
Mary Mouser,Dragon Hunters
George Peppard,Damnation Alley
Jan-Michael Vincent,Damnation Alley
Paul Winfield,Damnation Alley
Julianna Guill,The Apparition
Rick Gomez,The Apparition
Tim Williams,The Apparition
Macaulay Culkin,My Girl
Jamie Lee Curtis,My Girl
Griffin Dunne,My Girl
Robert Downey Jr.,Fur: An Imaginary Portrait of Diane Arbus
Ty Burrell,Fur: An Imaginary Portrait of Diane Arbus
Matt Servitto,Fur: An Imaginary Portrait of Diane Arbus
Rufus Sewell,The Illusionist
Eddie Marsan,The Illusionist
Jake Wood,The Illusionist
Hal Holbrook,Wall Street
Tamara Tunie,Wall Street
James Karen,Wall Street
Alan Rickman,Sense and Sensibility
Kate Winslet,Sense and Sensibility
Tom Wilkinson,Sense and Sensibility
Anne Hathaway,Becoming Jane
Julie Walters,Becoming Jane
Laurence Fox,Becoming Jane
Danny Strong,Sydney White
Matt Long,Sydney White
Samm Levine,Sydney White
Frances Fisher,House of Sand and Fog
Kim Dickens,House of Sand and Fog
Ron Eldard,House of Sand and Fog
Robin Williams,Dead Poets Society
Josh Charles,Dead Poets Society
Kurtwood Smith,Dead Poets Society
Lauren Holly,Dumb & Dumber
Mike Starr,Dumb & Dumber
Teri Garr,Dumb & Dumber
Bruno Kirby,When Harry Met Sally...
Gretchen Palmer,When Harry Met Sally...
Harley Jane Kozak,When Harry Met Sally...
Charlotte Rampling,The Verdict
James Mason,The Verdict
Jack Warden,The Verdict
Ethan Suplee,Road Trip
Rachel Blanchard,Road Trip
Paulo Costanzo,Road Trip
Paul Walker,Varsity Blues
Ron Lester,Varsity Blues
Mark Walters,Varsity Blues
Bérénice Bejo,The Artist
Ed Lauter,The Artist
Beth Grant,The Artist
Gary Oldman,The Unborn
Atticus Shaffer,The Unborn
Rachel Brosnahan,The Unborn
Bruce Willis,Moonrise Kingdom
Bill Murray,Moonrise Kingdom
Bob Balaban,Moonrise Kingdom
Matt Bomer,The Texas Chainsaw Massacre: The Beginning
Jordana Brewster,The Texas Chainsaw Massacre: The Beginning
Lew Temple,The Texas Chainsaw Massacre: The Beginning
Clive Russell,The Young Messiah
Vincent Walsh,The Young Messiah
Finn Ireland,The Young Messiah
Jennifer Esposito,The Master of Disguise
Kenan Thompson,The Master of Disguise
James Brolin,The Master of Disguise
Ivana Baquero,Pan's Labyrinth
Maribel Verdú,Pan's Labyrinth
Sergi López,Pan's Labyrinth
Leslie Bibb,See Spot Run
Angus T. Jones,See Spot Run
Paul Sorvino,See Spot Run
Mo'Nique,Baby Boy
Snoop Dogg,Baby Boy
Angell Conwell,Baby Boy
Leighton Meester,The Roommate
Danneel Ackles,The Roommate
Frances Fisher,The Roommate
Brittany Daniel,Joe Dirt
Erik Per Sullivan,Joe Dirt
Fred Ward,Joe Dirt
Bolo Yeung,Double Impact
Alonna Shaw,Double Impact
Kamel Krifa,Double Impact
Bill Bailey,Hot Fuzz
Joe Cornish,Hot Fuzz
Billie Whitelaw,Hot Fuzz
Jada Pinkett Smith,The Women
Debi Mazar,The Women
Debra Messing,The Women
Scarlett Johansson,Vicky Cristina Barcelona
Kevin Dunn,Vicky Cristina Barcelona
Christopher Evan Welch,Vicky Cristina Barcelona
Gustaf Skarsgård,Arn: The Knight Templar
Michael Nyqvist,Arn: The Knight Templar
Vincent Perez,Arn: The Knight Templar
Mila Kunis,Bad Moms
Jay Hernandez,Bad Moms
Jada Pinkett Smith,Bad Moms
Alyson Hannigan,Boys and Girls
Amanda Detmer,Boys and Girls
Tsianina Joelson,Boys and Girls
Patrick Fugit,White Oleander
Cole Hauser,White Oleander
Marc Donato,White Oleander
J.K. Simmons,Jennifer's Body
Amy Sedaris,Jennifer's Body
Cynthia Stevenson,Jennifer's Body
Will Ferrell,Drowning Mona
Jamie Lee Curtis,Drowning Mona
Tracey Walter,Drowning Mona
Mike Starr,Radio Days
Don Pardo,Radio Days
Julie Kavner,Radio Days
Nicolas Cage,Left Behind
Lea Thompson,Left Behind
Quinton Aaron,Left Behind
Robert Pattinson,Remember Me
Lena Olin,Remember Me
Ruby Jerins,Remember Me
Dylan Baker,How to Deal
Alexandra Holden,How to Deal
Trent Ford,How to Deal
Jon Lovitz,My Stepmother Is an Alien
Alyson Hannigan,My Stepmother Is an Alien
Tony Jay,My Stepmother Is an Alien
Denzel Washington,Philadelphia
Tom Hanks,Philadelphia
Jason Robards,Philadelphia
Gretchen Mol,The Thirteenth Floor
Craig Bierko,The Thirteenth Floor
Brad William Henke,The Thirteenth Floor
Farrah Fawcett,The Cookout
Vincent Pastore,The Cookout
Jenifer Lewis,The Cookout
Martin Landau,Meteor
Karl Malden,Meteor
Brian Keith,Meteor
Lochlyn Munro,Duets
Marian Seldes,Duets
Huey Lewis,Duets
Woody Allen,Hollywood Ending
Debra Messing,Hollywood Ending
Treat Williams,Hollywood Ending
Natasha Lyonne,Detroit Rock City
Lin Shaye,Detroit Rock City
Shannon Tweed,Detroit Rock City
Christopher Lambert,Highlander
Jon Polito,Highlander
Celia Imrie,Highlander
Alison Lohman,Things We Lost in the Fire
Omar Benson Miller,Things We Lost in the Fire
Robin Weigert,Things We Lost in the Fire
Charles Napier,Steel
Annabeth Gish,Steel
Hill Harper,Steel
Jeremy Renner,The Immigrant
Dagmara Dominczyk,The Immigrant
Angela Sarafyan,The Immigrant
Vanessa Redgrave,The White Countess
Natasha Richardson,The White Countess
Lynn Redgrave,The White Countess
Rosario Dawson,Trance
Spencer Wilding,Trance
Tuppence Middleton,Trance
Mo'Nique,Soul Plane
Snoop Dogg,Soul Plane
Tom Arnold,Soul Plane
Dany Boon,Welcome to the Sticks
Kad Merad,Welcome to the Sticks
Michel Galabru,Welcome to the Sticks
Viggo Mortensen,Good
Jodie Whittaker,Good
Steven Mackintosh,Good
Paz de la Huerta,Enter the Void
Emily Alyn Lind,Enter the Void
Olly Alexander,Enter the Void
Taylor Negron,Vamps
Justin Kirk,Vamps
Ivan Sergei,Vamps
Cary-Hiroyuki Tagawa,Hachi: A Dog's Tale
Sarah Roemer,Hachi: A Dog's Tale
Joan Allen,Hachi: A Dog's Tale
Orlando Bloom,Zulu
Tanya van Graan,Zulu
Conrad Kemp,Zulu
Barry Corbin,The Homesman
Tim Blake Nelson,The Homesman
Miranda Otto,The Homesman
Vivica A. Fox,Juwanna Mann
Jenifer Lewis,Juwanna Mann
Kevin Pollak,Juwanna Mann
David Alpay,Ararat
Marie-Josée Croze,Ararat
Charles Aznavour,Ararat
Bruce Dern,Madison
Jake Lloyd,Madison
William Shockley,Madison
Mekhi Phifer,Slow Burn
LL Cool J,Slow Burn
Fisher Stevens,Slow Burn
Carole Bouquet,Wasabi
Ryôko Hirosue,Wasabi
Michel Muller,Wasabi
Dustin Milligan,Slither
Gregg Henry,Slither
Tania Saulnier,Slither
Judge Reinhold,Beverly Hills Cop
Ronny Cox,Beverly Hills Cop
James Russo,Beverly Hills Cop
Macaulay Culkin,Home Alone
Devin Ratray,Home Alone
Catherine O'Hara,Home Alone
Tom Selleck,3 Men and a Baby
Ted Danson,3 Men and a Baby
Steve Guttenberg,3 Men and a Baby
Bill Murray,Tootsie
Sydney Pollack,Tootsie
Teri Garr,Tootsie
Tom Cruise,Top Gun
Tom Skerritt,Top Gun
Adrian Pasdar,Top Gun
Chen Chang,"Crouching Tiger, Hidden Dragon"
Pei-Pei Cheng,"Crouching Tiger, Hidden Dragon"
Sihung Lung,"Crouching Tiger, Hidden Dragon"
Kevin Spacey,American Beauty
Peter Gallagher,American Beauty
Ara Celi,American Beauty
Colin Firth,The King's Speech
Jennifer Ehle,The King's Speech
Derek Jacobi,The King's Speech
Kelly Preston,Twins
Tony Jay,Twins
Hugh O'Brian,Twins
Kristen Stewart,The Yellow Handkerchief
Eddie Redmayne,The Yellow Handkerchief
William Hurt,The Yellow Handkerchief
Oprah Winfrey,The Color Purple
Rae Dawn Chong,The Color Purple
Dana Ivey,The Color Purple
Nicole Dionne,Tidal Wave
Ji-won Ha,Tidal Wave
Kyung-gu Sol,Tidal Wave
Morgan Freeman,Ben-Hur
Ayelet Zurer,Ben-Hur
Moises Arias,Ben-Hur
Benedict Cumberbatch,The Imitation Game
Rory Kinnear,The Imitation Game
Allen Leech,The Imitation Game
Eileen Brennan,Private Benjamin
Albert Brooks,Private Benjamin
Alan Oppenheimer,Private Benjamin
Sissy Spacek,Coal Miner's Daughter
Beverly D'Angelo,Coal Miner's Daughter
Levon Helm,Coal Miner's Daughter
Chloë Grace Moretz,Diary of a Wimpy Kid
Zachary Gordon,Diary of a Wimpy Kid
Rachael Harris,Diary of a Wimpy Kid
Javier Botet,Mama
Megan Charpentier,Mama
Isabelle Nélisse,Mama
Jamie Lee Curtis,Halloween
Donald Pleasence,Halloween
P.J. Soles,Halloween
Beverly D'Angelo,National Lampoon's Vacation
Randy Quaid,National Lampoon's Vacation
Jane Krakowski,National Lampoon's Vacation
Jackson Nicoll,Bad Grandpa
Georgina Cates,Bad Grandpa
Grasie Mercedes,Bad Grandpa
Roger Allam,The Queen
Sylvia Syms,The Queen
Alex Jennings,The Queen
Catherine O'Hara,Beetlejuice
Jeffrey Jones,Beetlejuice
Glenn Shadix,Beetlejuice
Michael Jai White,Why Did I Get Married?
Tasha Smith,Why Did I Get Married?
Lamman Rucker,Why Did I Get Married?
Christian Bale,Little Women
Kirsten Dunst,Little Women
Eric Stoltz,Little Women
Daniel Radcliffe,The Woman in Black
Roger Allam,The Woman in Black
Jessica Raine,The Woman in Black
Madeline Carroll,When a Stranger Calls
Tessa Thompson,When a Stranger Calls
Brian Geraghty,When a Stranger Calls
Frankie Muniz,Big Fat Liar
Donald Faison,Big Fat Liar
Lee Majors,Big Fat Liar
Robert De Niro,The Deer Hunter
Meryl Streep,The Deer Hunter
John Savage,The Deer Hunter
Robert De Niro,Wag the Dog
Kirsten Dunst,Wag the Dog
John Michael Higgins,Wag the Dog
Clayton Snyder,The Lizzie McGuire Movie
Adam Lamberg,The Lizzie McGuire Movie
Alex Borstein,The Lizzie McGuire Movie
Dwayne Johnson,Snitch
Harold Perrineau,Snitch
Nadine Velazquez,Snitch
Adam Scott,Krampus
Conchata Ferrell,Krampus
Allison Tolman,Krampus
Jordana Brewster,The Faculty
Salma Hayek,The Faculty
Clea DuVall,The Faculty
Rae'Ven Kelly,What's Love Got to Do with It
Virginia Capers,What's Love Got to Do with It
Dororthy Thorton,What's Love Got to Do with It
Robert De Niro,Cop Land
Sylvester Stallone,Cop Land
Janeane Garofalo,Cop Land
Chris Evans,Not Another Teen Movie
JoAnna Garcia Swisher,Not Another Teen Movie
Mia Kirshner,Not Another Teen Movie
Jake Gyllenhaal,End of Watch
Anna Kendrick,End of Watch
