title,year,duration,budget,gross,rating,language,country,numfacebooklikes
The Life Before Her Eyes,2007,90.0,8000000.0,303439.0,R,English,USA,1000
Darling Companion,2012,103.0,,793352.0,PG-13,English,USA,0
Trade,2007,120.0,12000000.0,214202.0,R,English,Germany,0
Fateless,2005,134.0,2500000000.0,195888.0,R,Hungarian,Hungary,607
Breakfast of Champions,1999,110.0,12000000.0,175370.0,R,English,USA,458
"A Woman, a Gun and a Noodle Shop",2009,95.0,,190666.0,R,Mandarin,China,784
Cypher,2002,95.0,7500000.0,,R,English,USA,0
City of Life and Death,2009,132.0,12000000.0,119922.0,R,Mandarin,China,0
Legend of Kung Fu Rabbit,2011,89.0,,,PG,Mandarin,China,211
Space Battleship Yamato,2010,138.0,12000000.0,,TV-14,Japanese,Japan,0
5 Days of War,2011,113.0,20000000.0,17149.0,R,English,Georgia,0
Triangle,2009,99.0,12000000.0,,R,English,UK,13000
10 Days in a Madhouse,2015,111.0,12000000.0,14616.0,R,English,USA,26000
Heaven Is for Real,2014,99.0,12000000.0,91443253.0,PG,English,USA,23000
Snatch,2000,104.0,6000000.0,30093107.0,R,English,UK,27000
Dancin' It's On,2015,89.0,12000000.0,,PG,English,USA,634
Pet Sematary,1989,103.0,11500000.0,57469179.0,R,English,USA,0
Madadayo,1993,134.0,11900000.0,48856.0,,Japanese,Japan,355
The Cry of the Owl,2009,100.0,11500000.0,,R,English,UK,443
A Tale of Three Cities,2015,130.0,12000000.0,,,Chinese,China,4
Gremlins,1984,106.0,11000000.0,148170000.0,PG,English,USA,14000
Star Wars: Episode IV - A New Hope,1977,125.0,11000000.0,460935665.0,PG,English,USA,33000
Dirty Grandpa,2016,109.0,11500000.0,35537564.0,R,English,USA,11000
Doctor Zhivago,1965,200.0,11000000.0,111722000.0,PG-13,English,USA,7000
Trash,2014,114.0,,10230.0,R,Portuguese,UK,0
High School Musical 3: Senior Year,2008,112.0,11000000.0,90556401.0,G,English,USA,0
The Fighter,2010,116.0,25000000.0,93571803.0,R,English,USA,36000
Jackass Number Two,2006,92.0,,72755517.0,R,English,USA,641
My Cousin Vinny,1992,120.0,11000000.0,52929168.0,R,English,USA,7000
If I Stay,2014,107.0,11000000.0,50461335.0,PG-13,English,USA,15000
Drive Hard,2014,92.0,12000000.0,,Not Rated,English,Canada,774
Major League,1989,107.0,11000000.0,49797148.0,R,English,USA,0
St. Trinian's,2007,100.0,13500000.0,,PG-13,English,UK,0
Phone Booth,2002,81.0,13000000.0,46563158.0,R,English,USA,0
A Walk to Remember,2002,101.0,11000000.0,41227069.0,PG,English,USA,19000
Dead Man Walking,1995,122.0,11000000.0,39025000.0,R,English,UK,0
Cruel Intentions,1999,97.0,10500000.0,38201895.0,R,English,USA,0
Saw VI,2009,92.0,11000000.0,27669413.0,R,English,Canada,0
History of the World: Part I,1981,92.0,11000000.0,,R,English,USA,0
The Secret Life of Bees,2008,110.0,11000000.0,37766350.0,PG-13,English,USA,0
Corky Romano,2001,86.0,11000000.0,23978402.0,PG-13,English,USA,365
Raising Cain,1992,91.0,12000000.0,21370057.0,R,English,USA,541
F.I.S.T.,1978,145.0,11000000.0,,PG,English,USA,745
Invaders from Mars,1986,100.0,12000000.0,4884663.0,PG,English,USA,902
Brooklyn,2015,111.0,11000000.0,38317535.0,PG-13,English,UK,36000
Barry Lyndon,1975,184.0,11000000.0,,PG,English,UK,0
Out Cold,2001,89.0,11000000.0,13903262.0,PG-13,English,USA,0
The Ladies Man,2000,84.0,11000000.0,13592872.0,R,English,USA,671
Quartet,2012,98.0,11000000.0,18381787.0,PG-13,English,UK,13000
Tomcats,2001,95.0,11000000.0,13558739.0,R,English,USA,449
Frailty,2001,100.0,11000000.0,13103828.0,R,English,USA,5000
Woman in Gold,2015,109.0,11000000.0,33305037.0,PG-13,English,UK,34000
Kinsey,2004,118.0,11000000.0,10214647.0,R,English,USA,0
Army of Darkness,1992,88.0,13000000.0,11501093.0,R,English,USA,10000
Slackers,2002,86.0,11000000.0,4814244.0,R,English,Canada,405
What's Eating Gilbert Grape,1993,118.0,11000000.0,9170214.0,PG-13,English,USA,14000
The Visual Bible: The Gospel of John,2003,125.0,17000000.0,4068087.0,PG-13,English,Canada,0
Vera Drake,2004,125.0,11000000.0,3753806.0,R,English,UK,0
The Guru,2002,94.0,11000000.0,3034181.0,R,English,UK,550
The Perez Family,1995,113.0,11000000.0,2832826.0,R,English,USA,174
Inside Llewyn Davis,2013,104.0,11000000.0,13214255.0,R,English,USA,26000
O,2001,95.0,5000000.0,16017403.0,R,English,USA,0
Return to the Blue Lagoon,1991,102.0,11000000.0,2807854.0,PG-13,English,USA,967
The Molly Maguires,1970,124.0,11000000.0,,PG,English,USA,608
Romance & Cigarettes,2005,105.0,,540085.0,R,English,USA,0
Copying Beethoven,2006,104.0,11000000.0,352786.0,PG-13,English,USA,0
Brighton Rock,2010,111.0,12000000.0,,R,English,UK,0
Saw V,2008,95.0,10800000.0,56729973.0,R,English,USA,0
Machine Gun McCain,1969,96.0,,,GP,English,Italy,85
LOL,2012,97.0,11000000.0,,PG-13,English,USA,18000
Jindabyne,2006,118.0,15000000.0,399879.0,R,English,Australia,302
Kabhi Alvida Naa Kehna,2006,193.0,700000000.0,3275443.0,R,Hindi,India,659
An Ideal Husband,1999,97.0,14000000.0,18535191.0,PG-13,English,UK,646
The Last Days on Mars,2013,98.0,7000000.0,23838.0,R,English,UK,0
Darkness,2002,103.0,10600000.0,22160085.0,PG-13,English,USA,1000
2001: A Space Odyssey,1968,161.0,12000000.0,56715371.0,G,English,UK,24000
E.T. the Extra-Terrestrial,1982,120.0,10500000.0,434949459.0,PG,English,USA,34000
In the Land of Women,2007,97.0,10000000.0,11043445.0,PG-13,English,USA,1000
The Blue Butterfly,2004,97.0,12500000.0,,PG,English,Canada,392
There Goes My Baby,1994,99.0,10500000.0,125169.0,R,English,USA,119
Housefull,2010,144.0,,1165104.0,,Hindi,India,250
September Dawn,2007,111.0,11000000.0,1066555.0,R,,USA,411
For Greater Glory: The True Story of Cristiada,2012,145.0,10818775.0,5669081.0,R,Spanish,Mexico,0
La Famille Bélier,2014,106.0,11000000.0,,,French,France,0
Good Will Hunting,1997,126.0,10000000.0,138339411.0,R,English,USA,31000
Misconduct,2016,106.0,11000000.0,,R,English,USA,0
Saw III,2006,121.0,10000000.0,80150343.0,R,English,USA,0
Stripes,1981,117.0,10000000.0,85300000.0,R,English,USA,0
Bring It On,2000,98.0,10000000.0,68353550.0,PG-13,English,USA,0
The Purge: Election Year,2016,109.0,10000000.0,78845130.0,R,English,France,0
She's All That,1999,95.0,10000000.0,63319509.0,PG-13,English,USA,0
Saw IV,2007,96.0,10000000.0,63270259.0,R,English,USA,0
White Noise,2005,101.0,10000000.0,55865715.0,PG-13,English,UK,0
Madea's Family Reunion,2006,107.0,6000000.0,63231524.0,PG-13,English,USA,676
The Color of Money,1986,119.0,13800000.0,52293982.0,R,English,USA,0
The Longest Day,1962,178.0,10000000.0,,G,English,USA,0
The Mighty Ducks,1992,100.0,10000000.0,50752337.0,PG,English,USA,0
The Grudge,2004,98.0,10000000.0,110175871.0,PG-13,English,USA,4000
Happy Gilmore,1996,92.0,12000000.0,38624000.0,PG-13,English,USA,0
Jeepers Creepers,2001,90.0,10000000.0,37470017.0,R,English,Germany,0
Bill & Ted's Excellent Adventure,1989,90.0,10000000.0,40485039.0,PG,English,USA,0
Oliver!,1968,153.0,10000000.0,16800000.0,G,English,UK,0
The Best Exotic Marigold Hotel,2011,124.0,10000000.0,46377022.0,PG-13,English,UK,48000
Recess: School's Out,2001,82.0,23000000.0,36696761.0,G,English,USA,227
Mad Max Beyond Thunderdome,1985,107.0,12305523.0,36200000.0,PG-13,English,Australia,0
Commando,1985,75.0,10000000.0,,R,English,USA,0
The Boy,2016,97.0,10000000.0,35794166.0,PG-13,English,USA,20000
Devil,2010,80.0,10000000.0,33583175.0,PG-13,English,USA,16000
Friday After Next,2002,85.0,20000000.0,32983713.0,R,English,USA,981
Insidious: Chapter 3,2015,97.0,10000000.0,52200504.0,PG-13,English,Canada,29000
The Last Dragon,1985,109.0,10000000.0,33000000.0,PG-13,English,USA,0
The Lawnmower Man,1992,140.0,10000000.0,32101000.0,R,English,UK,0
Nick and Norah's Infinite Playlist,2008,90.0,9000000.0,31487293.0,PG-13,English,USA,0
Dogma,1999,130.0,10000000.0,30651422.0,R,English,USA,10000
The Banger Sisters,2002,98.0,10000000.0,30306281.0,R,English,USA,744
Twilight Zone: The Movie,1983,101.0,10000000.0,29500000.0,PG,English,USA,0
Road House,1989,114.0,17000000.0,30050028.0,R,English,USA,0
A Low Down Dirty Shame,1994,100.0,10000000.0,29392418.0,R,English,USA,368
Swimfan,2002,85.0,8500000.0,28563926.0,PG-13,English,USA,720
Employee of the Month,2006,103.0,12000000.0,28435406.0,PG-13,English,USA,0
Can't Hardly Wait,1998,100.0,10000000.0,25339117.0,PG-13,English,USA,0
The Outsiders,1983,114.0,10000000.0,25600000.0,PG-13,English,USA,10000
Pete's Dragon,2016,102.0,65000000.0,,PG,English,USA,21000
The Dead Zone,1983,103.0,10000000.0,,R,English,USA,0
Sinister 2,2015,97.0,10000000.0,27736779.0,R,English,USA,13000
Sparkle,2012,116.0,17000000.0,24397469.0,PG-13,English,USA,0
Valentine,2001,96.0,10000000.0,20384136.0,R,English,USA,0
The Fourth Kind,2009,98.0,10000000.0,25464480.0,PG-13,English,USA,15000
A Prairie Home Companion,2006,105.0,10000000.0,20338609.0,PG-13,English,USA,683
Sugar Hill,1993,123.0,10000000.0,18272447.0,R,English,USA,331
Invasion U.S.A.,1985,107.0,10000000.0,,R,English,USA,0
Roll Bounce,2005,112.0,,17378977.0,PG-13,English,USA,997
Rushmore,1998,93.0,9000000.0,17096053.0,R,English,USA,5000
Skyline,2010,97.0,10000000.0,21371425.0,PG-13,English,USA,13000
The Second Best Exotic Marigold Hotel,2015,122.0,10000000.0,33071558.0,PG,English,UK,21000
Kit Kittredge: An American Girl,2008,101.0,10000000.0,17655201.0,G,English,USA,851
The Perfect Man,2005,100.0,25000000.0,16247775.0,PG,English,USA,767
Mo' Better Blues,1990,129.0,10000000.0,16153600.0,R,English,USA,720
Kung Pow: Enter the Fist,2002,81.0,10000000.0,16033556.0,PG-13,English,USA,0
Tremors,1990,96.0,11000000.0,16667084.0,PG-13,English,USA,11000
Wrong Turn,2003,84.0,12600000.0,15417771.0,R,English,USA,0
The Long Riders,1980,100.0,10000000.0,,R,English,USA,680
The Corruptor,1999,110.0,30000000.0,15156200.0,R,English,USA,328
Mud,2012,130.0,10000000.0,21589307.0,PG-13,English,USA,27000
Reno 911!: Miami,2007,84.0,10000000.0,20339754.0,R,English,USA,441
One Direction: This Is Us,2013,106.0,10000000.0,28873374.0,PG,English,USA,0
"The Goods: Live Hard, Sell Hard",2009,89.0,,15102127.0,R,English,USA,0
Hey Arnold! The Movie,2002,76.0,3000000.0,13684949.0,PG,English,USA,227
My Week with Marilyn,2011,99.0,6400000.0,14597405.0,R,English,UK,17000
The Matador,2005,96.0,10000000.0,12570442.0,R,English,USA,808
Love Jones,1997,104.0,10000000.0,12514138.0,R,English,USA,1000
The Gift,2015,108.0,5000000.0,43771291.0,R,English,USA,15000
End of the Spear,2005,108.0,10000000.0,11703287.0,PG-13,English,USA,1000
Get Over It,2001,87.0,22000000.0,11560259.0,PG-13,English,USA,0
Office Space,1999,89.0,10000000.0,10824921.0,R,English,USA,16000
Drop Dead Gorgeous,1999,97.0,10000000.0,10561238.0,PG-13,English,Germany,0
Big Eyes,2014,106.0,10000000.0,14479776.0,PG-13,English,USA,20000
Very Bad Things,1998,100.0,10000000.0,9801782.0,R,English,USA,0
Sleepover,2004,89.0,10000000.0,8070311.0,PG,English,USA,0
Body Double,1984,114.0,10000000.0,,R,English,USA,0
MacGruber,2010,95.0,10000000.0,8460995.0,R,English,USA,0
Dirty Pretty Things,2002,97.0,10000000.0,8111360.0,R,English,UK,0
Movie 43,2013,94.0,6000000.0,8828771.0,R,English,USA,25000
Over Her Dead Body,2008,95.0,10000000.0,7563670.0,PG-13,English,USA,518
Seeking a Friend for the End of the World,2012,101.0,10000000.0,6619173.0,R,English,USA,25000
Cedar Rapids,2011,87.0,,6857503.0,R,English,USA,0
American History X,1998,101.0,7500000.0,6712241.0,R,English,USA,35000
The Collection,2012,82.0,10000000.0,6842058.0,R,English,USA,14000
Teacher's Pet,2004,74.0,10000000.0,6491350.0,PG,English,USA,49
The Red Violin,1998,130.0,10000000.0,9473382.0,R,French,Canada,0
The Straight Story,1999,112.0,10000000.0,6197866.0,G,English,France,0
Deuces Wild,2002,96.0,10000000.0,6044618.0,R,English,USA,398
Bad Words,2013,89.0,10000000.0,7764027.0,R,English,USA,0
"Run, Fatboy, Run",2007,100.0,,5998971.0,PG-13,English,UK,0
Heartbeeps,1981,78.0,10000000.0,,PG,English,USA,425
Black or White,2014,121.0,9000000.0,21569041.0,PG-13,English,USA,0
On the Line,2001,85.0,16000000.0,4356743.0,PG,English,USA,0
Rescue Dawn,2006,120.0,10000000.0,5484375.0,PG-13,English,USA,0
Danny Collins,2015,106.0,10000000.0,5348317.0,R,English,USA,0
"Jeff, Who Lives at Home",2011,83.0,10000000.0,4244155.0,R,English,USA,0
I Am Love,2009,120.0,10000000.0,5004648.0,R,Italian,Italy,0
Atlas Shrugged II: The Strike,2012,111.0,10000000.0,3333823.0,PG-13,English,USA,0
Romeo Is Bleeding,1993,100.0,11500000.0,3275585.0,R,English,UK,561
The Limey,1999,89.0,9000000.0,3193102.0,R,English,USA,944
Crash,2004,115.0,6500000.0,54557348.0,R,English,Germany,18000
The House of Mirth,2000,135.0,10000000.0,3041803.0,PG,English,UK,345
Malone,1987,92.0,10000000.0,3060858.0,R,English,USA,208
Peaceful Warrior,2006,120.0,10000000.0,1055654.0,PG-13,English,Germany,0
Bucky Larson: Born to Be a Star,2011,97.0,10000000.0,2331318.0,R,English,USA,0
Bamboozled,2000,135.0,10000000.0,2185266.0,R,English,USA,1000
The Forest,2016,93.0,10000000.0,26583369.0,PG-13,English,USA,10000
Sphinx,1981,118.0,14000000.0,800000.0,PG,English,USA,106
While We're Young,2014,97.0,10000000.0,7574066.0,R,English,USA,0
A Better Life,2011,98.0,10000000.0,1754319.0,PG-13,English,USA,0
Spider,2002,98.0,8000000.0,1641788.0,R,English,Canada,0
Gun Shy,2000,101.0,10000000.0,1631839.0,R,English,USA,242
Nicholas Nickleby,2002,132.0,10000000.0,1309849.0,PG,English,UK,0
The Iceman,2012,106.0,10000000.0,1939441.0,R,English,USA,20000
Krrish,2006,168.0,10000000.0,,Not Rated,Hindi,India,533
Cecil B. DeMented,2000,87.0,10000000.0,1276984.0,R,English,France,795
Killer Joe,2011,98.0,11000000.0,1987762.0,R,English,USA,12000
The Joneses,2009,96.0,5000000.0,1474508.0,R,English,USA,0
Owning Mahowny,2003,104.0,10000000.0,1011054.0,R,English,Canada,0
The Brothers Solomon,2007,93.0,10000000.0,900926.0,R,English,USA,319
My Blueberry Nights,2007,95.0,10000000.0,866778.0,PG-13,English,Hong Kong,0
Illuminata,1998,119.0,,836641.0,R,English,Spain,74
Swept Away,2002,89.0,10000000.0,598645.0,R,English,UK,725
"War, Inc.",2008,107.0,10000000.0,578527.0,R,English,USA,883
Shaolin Soccer,2001,85.0,10000000.0,488872.0,PG,Cantonese,Hong Kong,0
The Brown Bunny,2003,93.0,10000000.0,365734.0,Not Rated,English,USA,952
The Swindle,1997,101.0,60000000.0,231417.0,,French,France,33
Rosewater,2014,103.0,5000000.0,3093491.0,R,English,USA,5000
The Chambermaid on the Titanic,1997,101.0,,244465.0,,French,France,85
Coriolanus,2011,123.0,,756452.0,R,English,UK,12000
Imaginary Heroes,2004,111.0,4000000.0,228524.0,R,English,USA,345
High Heels and Low Lifes,2001,86.0,10000000.0,226792.0,R,English,UK,117
World's Greatest Dad,2009,99.0,,221210.0,R,English,USA,0
Severance,2006,90.0,5000000.0,136432.0,R,English,UK,0
Edmond,2005,82.0,10000000.0,131617.0,R,English,USA,661
Welcome to the Rileys,2010,110.0,,152857.0,R,English,UK,0
Police Academy: Mission to Moscow,1994,83.0,6200000.0,126247.0,PG,English,USA,321
Blood Done Sign My Name,2010,128.0,,82739.0,PG-13,English,USA,503
"Cinco de Mayo, La Batalla",2013,125.0,10000000.0,169379.0,R,Spanish,Mexico,874
Elsa & Fred,2014,97.0,10000000.0,,PG-13,English,USA,0
An Alan Smithee Film: Burn Hollywood Burn,1997,86.0,10000000.0,15447.0,R,English,USA,89
The Open Road,2009,91.0,10000000.0,19348.0,PG-13,English,USA,370
The Good Guy,2009,90.0,8000000.0,100503.0,R,English,USA,1000
Motherhood,2009,90.0,5000000.0,92900.0,PG-13,English,USA,546
Free Style,2008,94.0,,140987.0,PG,English,Canada,58
Strangerland,2015,112.0,10000000.0,,R,English,Australia,0
The Janky Promoters,2009,85.0,,,R,English,USA,402
Blonde Ambition,2007,93.0,10000000.0,5561.0,PG-13,English,USA,160
The Oxford Murders,2008,104.0,10000000.0,3607.0,R,English,Spain,0
The Reef,2010,94.0,,,R,English,Australia,0
Eulogy,2004,85.0,6500000.0,70527.0,R,English,USA,376
White Noise 2: The Light,2007,99.0,10000000.0,,PG-13,English,USA,509
You Got Served: Beat the World,2011,91.0,10000000.0,,PG-13,English,Canada,0
Fifty Dead Men Walking,2008,117.0,6000000.0,,R,English,UK,0
Jungle Shuffle,2014,85.0,10000000.0,,,English,South Korea,186
Adam Resurrected,2008,106.0,10000000.0,,R,English,Germany,589
Of Horses and Men,2013,81.0,10000000.0,11835.0,,Icelandic,Iceland,1000
It's a Wonderful Afterlife,2010,100.0,10000000.0,,PG-13,English,UK,695
The Devil's Tomb,2009,90.0,10000000.0,,R,English,USA,486
Partition,2007,116.0,10000000.0,,R,English,Canada,746
Good Intentions,2010,84.0,10000000.0,,PG-13,English,USA,119
"The Good, the Bad, the Weird",2008,135.0,10000000.0,128486.0,R,Korean,South Korea,0
Nurse 3D,2013,84.0,10000000.0,,R,English,USA,0
Gunless,2010,89.0,10000000.0,,,English,Canada,850
Adventureland,2009,107.0,,16025394.0,R,English,USA,0
The Lost City,2005,144.0,9600000.0,2483955.0,R,English,USA,957
Next Friday,2000,98.0,9500000.0,57176582.0,R,English,USA,0
American Heist,2014,94.0,10000000.0,,R,English,Canada,0
You Only Live Twice,1967,117.0,9500000.0,43100000.0,Approved,English,UK,0
Plastic,2014,102.0,10000000.0,,R,English,UK,1000
Amour,2012,127.0,8900000.0,225377.0,PG-13,French,France,33000
Poltergeist III,1988,98.0,10500000.0,14114488.0,PG-13,English,USA,616
Re-Kill,2015,88.0,9500000.0,,R,English,USA,898
"It's a Mad, Mad, Mad, Mad World",1963,197.0,9400000.0,46300000.0,Approved,English,USA,0
Volver,2006,121.0,,12899702.0,R,Spanish,Spain,0
Heavy Metal,1981,90.0,9300000.0,,R,English,Canada,0
Gentlemen Broncos,2009,89.0,,113155.0,PG-13,English,USA,0
Richard III,1995,104.0,6000000.0,2600000.0,R,English,UK,0
Into the Grizzly Maze,2015,94.0,10000000.0,,R,English,USA,0
Kites,2010,90.0,600000000.0,1602466.0,,English,India,0
Melancholia,2011,130.0,7400000.0,3029870.0,R,English,Denmark,50000
Red Dog,2011,92.0,8500000.0,,PG,English,Australia,10000
Jab Tak Hai Jaan,2012,176.0,7217600.0,3047539.0,Not Rated,Hindi,India,12000
Alien,1979,116.0,11000000.0,78900000.0,R,English,UK,23000
The Texas Chain Saw Massacre,1974,88.0,83532.0,30859000.0,R,English,USA,0
The Runaways,2010,106.0,10000000.0,3571735.0,R,English,USA,0
Fiddler on the Roof,1971,181.0,9000000.0,50000000.0,G,English,USA,0
Thunderball,1965,130.0,9000000.0,63600000.0,Approved,English,UK,0
Detention,2011,93.0,10000000.0,,R,English,USA,0
Loose Cannons,2010,110.0,,,,Italian,Italy,0
Set It Off,1996,123.0,9000000.0,36049108.0,R,English,USA,0
The Best Man,1999,120.0,9000000.0,34074895.0,R,English,USA,0
Child's Play,1988,87.0,9000000.0,33244684.0,R,English,USA,0
Sicko,2007,123.0,9000000.0,24530513.0,PG-13,English,USA,0
The Purge: Anarchy,2014,103.0,9000000.0,71519230.0,R,English,USA,15000
Down to You,2000,91.0,9000000.0,20035310.0,PG-13,English,USA,580
Harold & Kumar Go to White Castle,2004,88.0,9000000.0,18225165.0,R,English,USA,0
The Contender,2000,126.0,20000000.0,17804273.0,R,English,USA,1000
Boiler Room,2000,120.0,8000000.0,16938179.0,R,English,USA,0
Trading Places,1983,116.0,,90400000.0,R,English,USA,0
Black Christmas,2006,94.0,9000000.0,16235293.0,R,English,USA,0
Breakin' All the Rules,2004,85.0,,11827301.0,PG-13,English,USA,266
Henry V,1989,137.0,9000000.0,10161099.0,PG-13,English,UK,0
The Savages,2007,114.0,,6610326.0,R,English,USA,0
Chasing Papi,2003,76.0,,6126237.0,PG,English,USA,419
The Way of the Gun,2000,119.0,8500000.0,6047856.0,R,English,USA,1000
Igby Goes Down,2002,99.0,9000000.0,4681503.0,R,English,USA,838
PCU,1994,79.0,8000000.0,4350774.0,PG-13,English,USA,0
The Ultimate Gift,2006,114.0,,3420871.0,PG,English,USA,0
The Ice Pirates,1984,91.0,9000000.0,,PG,English,USA,0
Gracie,2007,95.0,9000000.0,2955039.0,PG-13,English,USA,313
Trust the Man,2005,103.0,9000000.0,1530535.0,R,English,USA,215
Hamlet 2,2008,92.0,9000000.0,4881867.0,R,English,USA,1000
Velvet Goldmine,1998,124.0,,1043487.0,R,English,UK,0
The Wailing,2016,156.0,,770629.0,Not Rated,Korean,South Korea,0
Glee: The 3D Concert Movie,2011,84.0,9000000.0,11860839.0,PG,English,USA,0
The Legend of Suriyothai,2001,300.0,400000000.0,454255.0,R,Thai,Thailand,124
Two Evil Eyes,1990,120.0,9000000.0,349618.0,R,English,Italy,375
Barbecue,2014,98.0,,,,French,France,348
All or Nothing,2002,121.0,9000000.0,112935.0,R,English,UK,484
Princess Kaiulani,2009,97.0,9000000.0,883887.0,PG,English,USA,0
Opal Dream,2006,86.0,11400000.0,13751.0,PG,English,Australia,135
Flame and Citron,2008,45.0,45000000.0,145109.0,Not Rated,Danish,Denmark,0
Undiscovered,2005,97.0,9000000.0,1046166.0,PG-13,English,Germany,128
Red Riding: In the Year of Our Lord 1974,2009,102.0,,,Not Rated,English,UK,0
The Girl on the Train,2009,105.0,,2874.0,Unrated,French,France,120
Veronika Decides to Die,2009,103.0,9000000.0,,R,English,USA,3000
